Date,AA,AAWW,ABG,ACH,ACLS,ACM,ADC,ADM,ADUS,AEE,AEG,AEIS,AEP,AER,AGYS,BAC,CCM,CENT,ERII,ETN,HTH,IDA,IEP,IMOS,INDB,INFI,MT,NBR,NBTB,NC,REG,RELL,SRT,STC,TNK,Total
2010-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2010-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2010-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2010-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2010-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2010-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2010-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2010-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2010-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2010-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2010-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2010-10-29,3071.707064161018,3215.28481756773,3145.2382614742696,2997.2076822799554,3638.944477611941,2999.177729173872,3168.334748038492,2695.7048240160866,3206.0316831683167,2969.0277990107998,2977.6758869614996,2626.3403732553716,2886.3179603221342,2919.3967470817124,2806.1196428571425,3005.820194254849,2809.979915224546,2989.008,2896.7125761772854,3025.5318944601986,2913.8290427332113,2857.912506375467,2948.860418553118,2945.0516176758383,3260.2006482064016,3328.2096774193546,3127.5289914776017,3051.3701313142933,3064.5759749512736,3247.7602562479256,2946.1514642727357,2854.508784816281,2870.87625,2851.7442303791695,2983.859093693547,105302.00136521347
2010-11-05,3126.2205328688474,3190.6956136981175,3157.159568845619,2959.223342973163,3880.5931343283587,3048.3446185511725,3066.8588250133416,2620.540276936733,3630.3594059405937,2925.0718506998396,2825.8901114164405,2397.5303846692964,2805.694876768628,3079.4855252918287,2653.058571428571,3065.2931401961027,2986.8317249737233,2931.3157499999993,2983.772243767313,3072.8670704914916,2893.9876623903483,2844.963429415717,2931.8141319418446,2879.11790441896,3225.7620423605103,3430.6161290322584,3138.978540506541,3148.4842942877285,3029.351681519568,2976.4640210272614,2905.018132867964,2799.211965491548,2898.34875,2989.3398770964595,3014.94075007674,105513.20588129263
2010-11-12,3028.880452251474,3080.579569252767,3184.9761514005563,2797.7893657778577,3738.446865671642,2966.3998760481777,3083.770540249732,2544.519944069125,3969.8215841584156,2940.057114217827,2857.1400000000003,2339.8304779831396,2803.0391534715086,3035.016420233463,2462.8917857142856,2899.2666821006005,2778.5393614271684,2810.4367499999994,2865.054515235457,3127.0696431863303,2828.794555549513,2804.477028076715,2899.3466530771598,3142.8527574464756,3177.2922830641255,3358.931612903226,3006.8673126233753,3134.4092182852432,2973.2529361573374,2831.425623570093,2770.825837192083,2828.204893072422,2898.34875,2851.7442303791695,2888.223350554007,103708.52329440048
2010-11-19,3013.034780903926,2993.4487746782265,3208.8185674547985,2733.690956713085,3695.8029850746275,2880.0848043165115,3212.3093509066857,2530.61551229241,3884.95603960396,2901.095490158107,2642.8544472878207,2345.7993924588,2799.929444961935,2990.547315175097,2365.489285714286,2795.188809643578,2947.5306597666954,2442.3052499999994,2762.1658171745153,3203.4760682265396,2823.1258974318944,2834.0633155306587,2901.9251826226605,3230.765330932718,3158.1604981820437,3512.541290322581,2815.7450092751715,3109.0751693134757,2961.510373054652,2822.1798415532926,2840.5238387574686,2875.6486163950626,2939.5575000000003,2892.214011700873,2983.0757888348103,103049.25541641895
2010-11-26,3189.606456344286,2952.8235053593353,3328.0316411682893,2772.8623586508547,3496.7982089552243,2971.8629246949663,3167.2080244197973,2585.554176855094,3790.6609900990093,2919.0781423584504,2660.7119280950333,2433.344071567312,2804.593887465312,2961.6423968871595,2268.0867857142857,2894.310193270265,3002.5520018724123,2543.953499999999,2888.798060941828,3257.0242554295673,2823.1258974318944,2894.7942766284928,2785.8485751979106,3208.7864707033546,3297.1905890789244,3261.645483870968,3028.830399746567,3255.4512895041835,3020.218849392742,2845.0053009352237,2846.659735249587,2909.9141117306394,3063.1837499999997,2884.119183474259,2946.3089934851614,103960.5864165784
2010-12-03,3203.188200153191,3169.8483811601795,3385.6514921515995,2708.7633549844836,4520.251343283583,3055.992667279158,3126.616609339902,2613.023393176302,3639.7889108910886,2828.169009771792,2741.069186069366,2477.1163110995417,2749.4038372098803,3088.379346303502,2365.489285714286,3137.541648816179,2947.530659766696,2576.9204999999993,3118.319002770083,3244.6170740514913,2854.3042863153687,2908.808444714784,2754.7862566048875,3208.7864707033546,3410.711067182564,2964.6667741935485,3157.245871960199,3186.4852689113986,3092.171809479713,3038.8616145605924,2818.704795553992,2933.6363488507473,2925.8212499999995,2994.7359820873953,2997.7826863574624,105945.1891414683
2010-12-10,3273.3649955330816,3045.8341282350952,3385.6514921515995,2658.908983969519,4889.8316417910455,3102.9743371977434,2960.871381550682,2605.2976652146995,4262.136237623761,2869.9658364038833,2709.8185946567437,2548.7438849396267,2802.2622675185403,3090.60280155642,2690.1642857142856,3105.298424239576,2888.5805537973783,2662.085249999999,2944.1996675900277,3294.574389606177,2817.4581623981567,2923.6003380795714,2755.6039185300097,3340.654853027516,3485.9644079341087,3118.276451612903,3345.882815116365,3092.1860031965743,3202.7490898650804,3334.8742555864574,2741.6577309577774,2965.2672498735164,3537.084375,3135.030016670258,2909.540155164825,108496.99664230303
2010-12-17,3472.57392255659,3078.441338102126,3588.313320087622,2704.0155801418537,5003.548656716419,3064.7333257365012,3044.4456333145913,2593.2795569362943,3903.8150495049495,2863.8922567484437,2691.961816678593,2763.6264064158277,2792.1569776027527,3081.708980544747,2815.3960714285718,3239.233599638419,2947.530659766696,2744.5027499999997,2888.798060941828,3313.1849363028914,2823.1258974318944,2920.4869362412173,2790.7536167947887,3230.7653309327175,3497.445415553949,3287.247096774194,3297.174177998006,3209.0046248814547,3233.0250254737666,3349.3999259395896,2807.1134159538024,3097.0551616259704,3811.809375,3265.685514432768,3005.1369323756417,110220.38734657547
2010-12-24,3443.1452931181693,3019.6415583655453,3735.3427776675935,2702.828636431196,4932.475522388061,3073.474093882604,3095.033150473939,2566.6683296458846,3960.39207920792,2841.6214465610474,2718.7473350603505,2729.8023576763653,2802.2622675185407,3148.412638132296,2736.546428571429,3293.7989675640233,2920.0203616741433,2744.5027499999997,2880.883545706371,3303.063281219607,2811.7888888912826,2893.236434074278,2862.687872197663,3318.676948608556,3579.548525134484,3097.7951612903225,3345.882815116365,3276.5632989733836,3239.6075544608784,3250.3409459102495,2873.933642440675,3086.5119034105014,3612.63375,3154.57203269399,3002.6858160075685,110055.12841007527
2010-12-31,3703.475305366998,2844.310826913922,3699.5792529304586,2810.846697957646,4648.182985074628,2929.2514743162938,2536.2703525987745,2720.3253636876684,4488.4443564356425,2863.8922567484437,2808.0333334382894,2650.2160311580133,2809.257247619838,3170.6471906614784,2504.6357142857146,3581.5094549251808,2947.530659766696,2810.43675,3102.4899722991686,3349.7557008717004,2811.7888888912826,2889.344110958817,2941.164585443827,3516.479044189596,3583.4006706750924,3041.4716129032263,3178.500224920184,3209.0046248814547,3204.06574659034,3246.564770603747,2860.2973079655894,3358.000145405947,3804.94125,3227.74509444367,3152.207053658885,111004.06605858821
2011-01-07,3565.387261188482,2752.9037838558684,3693.618400556328,2820.342842244504,5117.265671641792,3027.5851433821354,2677.6858322161033,2852.5215397866436,4450.726336633663,2848.707544021757,3035.7112939268163,2934.736288271692,2772.7241255510294,3128.4015408560313,2490.7210714285716,3663.3583750529015,2959.3206809605595,2752.7445,3221.2077008310252,3388.6111804018606,2840.1331025632608,2941.508677642814,2945.2510351617298,3868.1264707033542,3466.563694876028,3046.5919354838716,3197.9845823482606,3107.6678195181544,3185.6355709934546,3336.6170657451216,2819.3865503657003,3347.45651173169,3804.94125,3149.151781055487,3137.499707679253,112348.79686867593
2011-01-14,3617.4522314985747,2729.918373621732,3580.365980528512,2902.2465961723346,4562.895223880598,3118.2708734087505,2694.9318235421533,2866.2559740070465,4177.270693069307,2916.5334086949206,3209.8182176518294,2898.92280141773,2834.909636951692,3166.200280155642,2625.229285714286,3606.312157994187,2868.930021193864,2719.7775,2888.798060941828,3272.04420092242,2817.458162398156,2954.745337904901,2962.416355866169,3472.5232353516767,3411.356800598213,2928.8245161290324,3174.9583592656145,3142.854908284305,3135.6133690420143,3109.742997956652,2837.796613137148,3315.8271125440715,3722.52375,3170.8327876094972,2779.628795200606,110194.18644265545
2011-01-21,3728.3760797281334,2840.569015945574,3848.595595072323,2940.2310543994463,4918.260895522389,3223.16009116198,2778.8614699212408,2869.6901333727833,4497.873861386138,2946.904055889237,3357.1403258241476,3054.1155780051668,2852.0109893176277,3464.1432840466923,2676.249642857143,3390.5286412938335,2947.5306597666963,2887.3597499999996,2833.396454293629,3476.1186301331572,2820.290799136516,3002.2386601963294,3187.2138682280583,3593.401709655955,3669.423200311521,2944.185483870968,3326.3994991275954,3417.308827386073,3194.8499041527084,3133.563309305086,2938.0264369337415,3413.349904419736,3777.46875,3368.6706309344213,2894.8334071278327,114212.34059872387
2011-01-28,3895.892348584414,2866.2271482999586,3711.500361613352,3061.3065670260057,3710.017611940299,3177.270921283993,2640.895148343359,3043.090655774173,4280.995247524752,2881.10200508567,3370.532733600495,3223.236021746531,2784.3830671117694,3446.3556420233463,2741.184642857143,3579.0294740313852,2735.3087864359286,2708.7884999999997,2888.7980609418287,3559.0534046079956,2803.2848247836578,2950.073658603747,3367.8685635911456,3736.259044189597,3598.8078937564105,2964.666774193549,3224.552914087982,3643.90913728912,3063.2129079158813,3146.6346453832566,2911.435419608536,3466.0669464146554,3859.8862499999996,3078.6895158652683,2953.662093446613,113073.9789379618
2011-02-04,3882.243819267285,2914.8706908884797,3888.3330876216974,2831.0259302420195,4008.5247761194037,3124.8262027186197,2642.0454040333466,3042.2318550224372,4507.303366336633,2903.3725098378313,3370.532733600495,3044.167187168346,2768.0601640915866,3224.0101167315174,2968.457142857143,3593.9108064596844,2578.107509290265,2587.9094999999998,2722.59324099723,3677.698930207383,2769.271337604806,2989.1883582632427,3421.81913889907,4225.268851227054,3517.920991890328,2892.982258064517,3373.337862996897,3611.538352518604,3075.0596112266685,3108.580258223596,2943.4819200418124,3408.0792139589707,3832.4137499999997,2967.5740219058603,2747.763086530376,113164.50398684319
2011-02-11,3972.949973924533,3799.007221721098,3665.8022153783036,2977.0284499955815,4036.9540298507463,3270.141761080565,2932.9235271351854,3217.348123565155,4280.995247524752,2911.471430539045,3428.5674377367495,3042.1775490097925,2822.743795345788,3308.5014163424125,2662.335,3673.279166867399,2495.5758690919965,2568.6787499999996,2643.4480886426595,3642.8706394188775,2755.099230768817,2985.263851912435,3486.397691814334,4159.335137970176,3507.649226694217,2903.222903225807,3336.141816700208,3895.844102345697,3050.048793240644,3593.414139207371,2978.9360594794566,3460.755330946038,3777.4687499999995,3154.5720326939895,2791.885224126378,115188.8339842962
2011-02-18,3752.9861347481647,3632.763852387204,3608.1823643949933,2827.464861269408,3837.9492537313436,3059.270496467231,2798.4065647255647,3140.927612275425,4082.975643564356,2747.474395044174,3294.639845827965,3079.9808740663616,2764.478671744011,3095.0497120622567,2495.3592857142858,3464.93790815327,2597.758041893779,2491.75575,2611.790027700831,3446.7134723404324,2738.0923333320775,2932.6854697090816,3488.851375055089,4038.4566636658974,3339.457332272806,2903.222903225807,3165.050001552787,3891.62226380556,2930.2581229950097,3425.8008145771823,2985.1023960607918,3439.6369005181514,3784.336874999999,2967.5740219058603,2588.437333578214,111449.44957536538
2011-02-25,3771.128924008139,3733.2580437452175,3794.949513212796,2820.342842244504,4108.027164179105,3107.3448858039333,2828.2995359058586,3215.074609179721,4422.437821782178,2840.6092341910135,3455.353658947569,3330.676882396524,2831.4042698066287,3097.273167315175,2476.8064285714286,3539.346017360289,2460.205805510406,2596.1512499999994,2722.59324099723,3669.483097369914,2723.919611106834,2975.8469937591317,3310.646643117345,4137.357233551216,3514.0691861199984,2944.1854838709683,3316.3603019231377,3970.440111829204,2967.1173422299967,3340.1047651679196,3023.699190946505,3471.315109348163,3674.4468749999987,3057.0078385710476,2661.9721699913457,113909.25524906043
2011-03-04,3582.9112725957416,3500.197049040652,3759.185591098749,2783.5454466483693,3596.300597014925,2960.936827401389,2717.9254729994805,3056.4338405027647,4507.303366336633,2802.1396662954835,3379.4607711750386,3054.1155780051668,2814.8700682385565,2952.7485758754865,2305.1924999999997,3539.4050576336385,2377.6749112327493,2508.23925,2374.354570637119,3367.19900919564,2621.879149570278,2931.115558441612,3174.1352297299854,4049.445615875378,3327.9020848469568,2805.9367741935494,3025.3105084613794,3674.872776521212,2944.8709562536064,2964.278383878516,3009.913854814373,3426.4376468389805,3495.875624999999,3013.646160833132,2426.6602649437655,108832.42001213029
2011-03-11,3630.5321732843217,3384.200802112986,3469.1002463741306,2775.236246072169,3141.432537313433,2877.8994751690366,2593.7573926099026,2996.0805334473,4460.155841584158,2767.454593683872,3124.9965894756924,2990.4465567992956,2645.5843341281598,2806.0005291828793,2300.5542857142855,3469.9091570519436,2063.2716110208103,2434.0634999999997,2413.9271468144043,3374.4275393872463,2636.051256406267,2865.9798431871377,3161.8747181339604,4197.796948608558,3275.260456177221,2785.4554838709687,3035.1010446739165,3842.360906181119,2903.692748279347,2737.2670951291484,2929.2732087027116,3371.002283221612,3392.8537499999998,2864.5899115145203,2389.2706126771823,106106.86135798968
2011-03-18,3879.9759453122474,3631.1602725694975,3606.195479833101,2817.9687169825497,3667.373731343284,2963.1220468601045,2625.9496683972848,3109.8886791919394,4743.04099009901,2829.045150744466,3361.603993196888,3185.432696689962,2740.857129639366,2890.4918287937744,2541.7414285714285,3345.805923644469,1988.6004822321916,2436.8107499999996,2595.9609972299168,3510.4566050806425,2808.9537905959046,2911.4961797748197,3116.5429551342854,4637.356948608557,3335.605016847057,2857.140000000001,3221.1235933078788,4064.7401846882235,2931.586853947296,2906.2120868116785,2864.4848323743604,3463.3944307642964,3282.96375,2851.039282418264,2441.8097396773137,110165.93216136206
2011-03-25,4004.697274780309,3726.8437779288324,3673.749554937413,2809.6597542469885,3766.8761194029858,3029.770362840851,2581.1100104980296,3104.7153497378245,4724.181980198019,2881.396750087807,3348.211585420541,3253.0807941688863,2766.839875892707,2794.8832529182882,2662.3349999999996,3308.575243035332,2220.4728881664737,2420.32725,2516.8158448753466,3643.1990491649394,2845.800529902371,2989.9727158976725,3287.672830647981,4835.159044189598,3493.1128348385278,3010.7496774193555,3217.5631900336402,4275.858674975225,3027.2252969443557,3229.2219123412897,2996.818425246655,3479.2339106380896,3461.5349999999994,2840.198108401049,2616.939365754232,112844.80323553164
2011-04-01,4109.009964836636,3553.65149144562,3767.132930657858,2901.059652461677,3525.227462686568,3023.2148141534635,2578.3561547702257,3144.3764985781677,4903.342574257425,2952.2248904070934,3544.638954496446,3113.8051228498775,2792.822862668014,2946.078210116732,2499.9974999999995,3378.073748334968,2247.983932179638,2543.9534999999996,2477.243268698061,3613.6273877211092,2820.2907991365164,3043.337086642652,3311.532191673725,4829.665045990059,3587.5203853105827,3000.5090322580654,3284.318269328596,4292.7484439794225,3053.7919922785986,3073.1153969244992,2956.1533552821033,3605.94261591147,3193.6781249999995,2785.995927386128,2691.994869958644,113146.41445838065
2011-04-08,3752.986134748165,3438.1897354875614,3431.3496383866477,2840.522074528877,3184.0764179104485,2829.825085832335,2737.528090644744,3021.083161760113,5195.657227722772,2899.874207369459,3459.81732632031,2861.1190762730535,2769.203365000087,3277.3730428015574,2337.66,3258.933949672341,2303.0045283647423,2469.7777499999997,2477.243268698061,3441.4564824031177,2721.0854358953375,3012.7314821908194,3290.9646347986204,4741.7524725038165,3476.299472456675,2944.1854838709683,3165.0500015527873,4308.22945974574,2947.5269088798013,2937.725608168583,2952.019075232776,3558.427179960392,3269.2274999999986,2791.4168497648407,2541.883512749947,110645.20564169549
2011-04-15,3848.229049217129,3455.829808390086,3496.9168289290683,2848.8310372644382,3511.0128358208963,2943.4555104867027,2728.1655443308914,3108.164120080434,5591.696435643565,2951.197864428144,3374.9964009732357,2867.0881907927674,2794.398401811951,3199.5521089494173,2314.4689285714285,3055.406788541058,2216.54337838226,2640.1072499999996,2508.901329639889,3541.341454767924,2769.271337604806,2997.821184963557,3323.874074231874,4708.785615875377,3622.4387467907263,3051.712258064517,3248.71586817446,4494.014503948269,2926.2747600351095,3054.4403518333347,3077.4601032257474,3561.066655237439,3447.7987499999986,2913.3718408909385,2451.8169077046527,112645.16622560211
2011-04-22,3875.440399782501,3621.538472936603,3405.519940393602,2789.4804030422956,2544.418208955224,2924.881145087622,2745.720871773605,3133.167212233783,5619.984950495051,3003.549463771485,3540.174584294643,2827.2952275776447,2864.4748376404755,3212.892840466927,2407.2332142857144,3082.7091525949763,2181.1733148006692,2730.7664999999997,2524.730360110803,3587.3423478863783,2752.264132473439,3085.713818149688,3294.254114064627,4560.434283142198,3769.871186807472,3072.193548387098,3257.616459784333,4263.191149730493,3004.6438511679858,3015.9249230361147,3229.0911648602105,3542.5880755453873,3681.314999999999,2745.3443754674636,2299.203459517801,112196.1429902643
2011-04-29,3857.299027184821,3376.717019812963,3278.3595271210015,2635.274283956403,2757.6376119402985,3062.548435344064,2707.0983066586136,2938.3147608198956,5403.106336633665,2964.5437043202537,3374.996400973236,2940.7054027914055,2886.521682428068,3015.0053229571995,2305.1924999999997,3052.9236241031103,2039.6915686330829,2975.2717499999994,2279.3803878116337,3387.5696085638133,2692.7406068341047,3053.5396071561427,3166.7297747112475,4560.434283142198,3785.390024425513,2923.704193548388,3123.2174674603525,3890.2147163422724,2910.333761803618,2966.0284709063185,3160.857692739744,3508.270391438329,3646.9743749999984,2739.9237884588556,2321.7202353505077,109688.2366513711
2011-05-06,3889.0468339914164,3456.8986834204156,3399.5596840848407,2631.70655544589,2786.0668656716416,3108.4376052220505,2773.8103208744933,2784.846741796385,5657.702970297031,3060.0079452896834,3245.532476437192,2974.529451530868,2962.8975088297216,3110.613898832686,2402.5949999999993,3028.1029774216154,1988.6004822321913,3002.7442499999993,2413.9271468144034,3483.1701093389647,2823.125897431894,3172.0885116443483,3266.2813346592484,4510.983520294337,3837.121748287509,3584.2258064516145,3095.6254703109207,3763.5438620072036,2960.810633866518,2982.368680556766,3134.6661112971055,3563.846552101059,3653.8424999999984,2845.619030779761,2459.32188509673,111814.26905231652
2011-05-13,3786.8615659425272,3440.3279666382023,3304.188827737136,2640.031215663648,2572.8474626865673,3061.4557159259475,2634.534248456744,2715.009751149246,5742.568514851486,3049.743030616805,3124.996589475693,2916.8297448887647,3068.3238189110716,3032.792964980546,2133.5785714285707,2901.5188948810314,1717.4277570114934,2799.4477499999994,2358.5255401662043,3398.505571974352,2769.271337604806,3120.681990625342,3337.5683421805365,4368.126185760696,3758.232016122657,3481.819354838711,2982.58782147842,3776.2109886215367,2916.974209348497,2794.748643783071,3174.643647992335,3553.2458486910828,3482.139374999999,2783.286807677191,2329.2263587993125,109028.27843191019
2011-05-20,3718.7119131175746,3255.9100868866194,3298.2283727399176,2538.948825021174,2459.1304477611943,3045.0668990518593,2675.4993608739355,2715.6514745303025,5195.657227722773,3040.505141922876,2959.818406154286,2920.8086211177642,3059.5534259113742,2861.5869105058377,2203.1517857142853,2844.431870574561,1623.1068415399732,2744.5027499999997,2152.748144044321,3351.5435191763695,2743.7609914496966,3070.8589717671107,3480.034947553109,5379.113612274454,3807.375709767867,3579.1054838709697,2898.922510291045,3870.5106562612254,2871.8130157339315,2699.0422213211004,3187.259156017862,3524.099358466068,3296.699999999999,2796.837101403343,2227.26074504146,108097.25650558622
2011-05-27,3680.09390131797,3285.30997675491,3169.0808762169686,2516.3539642832807,2658.1352238805976,3069.1039840314515,2458.9769514533177,2659.3270863673974,5506.83089108911,3006.6300835554807,3013.3901457468614,2936.7261264742992,3027.658048407621,2890.4918287937758,3705.933214285714,2802.236308155052,1733.1480339101822,2793.9532499999996,2097.3465373961217,3309.8719012829793,2723.9196111068336,3102.4919390256705,3826.622006346292,5186.8074265137575,3696.1556463396582,3543.2632258064536,2900.957100836275,3871.9186056493786,2809.381526956196,2866.237125975827,3070.966251921791,3553.2458486910823,3207.414374999999,2750.765297846176,2381.5738451832417,109812.3181666017
2011-06-03,3521.0767967143897,3089.666717552726,3109.474339360223,2527.056793053862,2430.7011940298507,3017.751984884195,2488.2361657391984,2607.3369401296363,5327.670297029705,2926.5626800837067,2941.9609253470726,2817.3470367848786,2986.990834772369,2788.212887159534,3511.128214285714,2645.6369031175054,1689.9174589189413,2574.1732499999994,1899.483656509695,3096.225360170948,2653.059384621515,3024.9894894077875,3592.5082162865133,5340.651801636072,3544.843199619407,3353.8112903225824,2930.494680184813,3786.0630170148274,2816.842833279067,2653.6418347661483,2981.136000842501,3545.297386156932,2932.6893749999986,2661.3311458108833,2234.9758992715874,106048.94598986479
2011-06-10,3359.789490782001,3013.761516246556,3107.487454798332,2445.0016535590876,2231.696417910448,3006.825997279377,2545.585030254782,2557.9458083731943,5120.221188118813,2924.2306820616154,2812.4970008110295,2761.636568213221,2978.220802555622,2725.956140077822,3650.2746428571427,2633.2167397311996,1689.9174589189413,2543.9534999999996,2271.4658725761774,3089.6099276139757,2570.8581495654316,3051.0879187310325,3452.5410943819493,4884.609807037457,3449.14129426868,3543.2632258064536,2826.664847557816,3511.6072892511697,2874.494626092557,2642.4889932587,2909.4090383474004,3444.6079748663874,2864.008124999999,2664.0409362600294,2234.9758992715874,104393.093112436
2011-06-17,3471.1004925789325,3118.5321699058513,3459.1660222531304,2423.5959960179252,2288.5549253731347,2935.8072423812,2652.09098380116,2557.078774451951,4771.329504950496,2913.828016097583,2834.8188518200445,2723.8332431566523,2974.233429388965,2763.754879377433,3770.8682142857147,2660.542256833491,1642.7573741434871,2769.2279999999996,2263.55135734072,3231.1597567601893,2465.9835128173795,3047.1331862335137,3512.5273026833584,4917.576663665897,3362.4917185819595,3922.1670967741957,2883.9506746665124,3363.825430259062,2897.286616202699,2675.6528045809373,2972.0832214962306,3418.1125991408358,2781.590624999999,2672.170642977573,2384.14564630754,105502.52923230578
2011-06-24,3602.856056295809,3181.0737606107796,3681.697291873436,2581.7600211831787,2331.1988059701494,2987.1591318396977,2613.467614170911,2612.535896773345,5120.221188118813,3000.171502785851,3035.711293926815,2942.6950409499605,3004.5335449474987,2892.7152840466943,3868.2707142857143,2722.646546722276,1662.4071608263887,2851.6455,2588.0464819944596,3403.136032201225,2505.6659658084777,3123.845515678206,3582.511909833725,4928.5646600649725,3419.4426537029885,4229.386451612905,3111.300451041047,3467.977327254474,2967.004523671221,2841.4682227575554,3061.9139885092372,3600.9415048602236,2369.5031249999993,2718.2427819048453,2417.580854751338,109029.29880597425
2011-07-01,3745.9711266305067,3405.582472166089,3822.7658970792777,2452.137110580114,2658.1352238805976,3078.937252218153,2723.938017779423,2638.5311438324266,5582.266930693071,3032.4196603720193,3004.4614053432547,2630.3198496165332,3071.513982018562,2892.7152840466943,3910.0146428571425,2712.7086795346036,1678.1274377250777,2898.34875,2611.7900277008307,3497.721735141783,2525.5079615405953,3177.6223972167845,3689.986444119577,4956.037518493874,3635.6823127339985,4142.340967741938,3156.949513048009,3507.3858526358977,3082.3056567208373,3036.6322937223817,3255.503875493328,3614.188817264212,2403.843749999999,2799.5462211122795,2371.2874379429027,111403.22764900279
2011-07-08,3511.990122369643,3080.579569252766,3733.3562904826163,2340.351891167059,2316.984179104478,2856.047719336921,2768.0071511904207,2590.00681407696,5685.991485148517,2997.050107397932,2633.926409713275,2532.8267796712003,2995.762310120918,2734.849961089496,4485.153214285714,2501.555483095639,1666.337416531214,2804.94225,2421.8416620498615,3376.6779980478855,2499.9966923016045,3145.1988748764484,3829.9551934433835,4565.928281341735,3579.6691435836046,4644.132580645164,2874.1045603096136,3429.9763526308047,3028.6760907854873,2845.8702088099662,3218.595731658562,3571.7935128000586,2300.821874999999,2867.299701963667,2263.2677546095556,108699.52536889215
